,set_num,name,year,theme_id,num_parts
566,10700-1,Green Baseplate,2015,621,1
567,1070-1,Stunt Flyer,1999,87,20
568,10701-1,Gray Baseplate,2015,621,1
569,10702-1,Creative Building Set,2016,621,583
570,10703-1,Creative Builder Box,2017,621,502
571,10704-1,Creative Box,2017,621,900
572,10705-1,Creative Building Basket,2016,621,1000
573,10706-1,Blue Creative Box,2017,621,78
574,10707-1,Red Creative Box,2017,621,55
575,10708-1,Green Creative Box,2017,621,66
576,10709-1,Orange Creative Box,2017,621,60
577,107-1,4.5V Motor Set,1976,473,31
578,1071-1,Bricks 2 x 2 and 2 x 4,1986,516,56
579,10712-1,Bricks and Gears,2018,621,244
580,10713-1,Creative Suitcase,2018,621,218
581,10714-1,Blue Baseplate,2018,621,1
582,10715-1,Bricks on a Roll,2018,621,442
583,10717-1,Bricks Bricks Bricks,2018,621,1500
584,107-2,Canada Post Mail Truck,1985,67,138
585,10720-1,Police Helicopter Chase,2016,591,63
586,10721-1,Iron Man vs. Loki,2016,596,66
587,10722-1,Snake Showdown,2016,597,92
588,10723-1,Ariel's Dolphin Carriage,2016,593,70
589,10724-1,Batman & Superman vs. Lex Luthor,2016,592,164
590,10725-1,Lost Temple,2016,597,172
591,10726-1,Stephanie's Horse Carriage,2016,595,58
592,10727-1,Emma's Ice Cream Truck,2016,595,136
593,10728-1,Mia's Vet Clinic,2016,595,182
594,10729-1,Cinderella's Carriage,2016,593,116
595,107-3,4.5V Reversible Power Unit,1971,371,24
596,10730-1,Lightning McQueen Speed Launcher,2017,615,47
597,10731-1,Cruz Ramirez Race Simulator,2017,615,59
598,10732-1,Guido and Luigi's Pit Stop,2017,615,75
599,10733-1,Mater's Junkyard,2017,615,62
600,10734-1,Demolition Site,2017,591,175
601,10735-1,Police Truck Chase,2017,591,90
602,10736-1,Anna & Elsa's Frozen Playground,2017,591,94
603,10737-1,Batman vs. Mr. Freeze,2017,592,64
604,10738-1,Snow White's Forest Cottage,2017,593,67
605,10739-1,Shark Attack,2017,597,108
606,10740-1,Fire Patrol Suitcase,2017,591,116
607,10742-1,Willy's Butte Speed Training,2017,615,95
608,10743-1,Smokey's Garage,2017,615,124
609,10744-1,Thunder Hollow Crazy 8 Race,2017,615,191
610,10745-1,Florida 500 Race Final,2017,615,266
611,10746-1,Mia's Farm Suitcase,2017,595,106
612,10747-1,Andrea and Stephanie's Beach Holiday,2017,595,144
613,10748-1,Emma's Pet Party,2018,595,67
614,10749-1,Mia's Organic Food Market,2018,595,115
615,10750-1,Road Repair Truck,2018,591,73
616,1075-1,LEGO People Supplementary Set,1980,511,256
617,10751-1,Mountain Police Chase,2018,591,115
618,10753-1,The Joker Batcave Attack,2018,592,151
619,10754-1,Spider-Man vs. Scorpion Street Showdown,2018,596,125
620,10755-1,Zane's Ninja Boat Pursuit,2018,597,132
621,10756-1,Pteranodon Escape,2018,620,84
622,10757-1,Raptor Rescue Truck,2018,620,85
623,10758-1,T. Rex Breakout,2018,620,150
624,10759-1,Elastigirl's Rooftop Pursuit,2018,591,95
625,10760-1,Underminer Bank Heist,2018,591,149
626,1076-1,Advent Calendar 1999,1999,207,229
627,10761-1,The Great Home Escape,2018,591,178
628,10762-1,Belle's Story Time,2018,593,87
629,10763-1,Stephanie's Lakeside House,2018,595,215
630,10764-1,City Central Airport,2018,591,376
631,10765-1,Ariel's Underwater Concert,2018,593,92
632,10766-1,Woody & RC,2019,275,69
633,10767-1,Duke Caboom's Stunt Show,2019,275,120
634,10768-1,Buzz and Bo Peep's Playground Adventure,2019,275,139
635,10769-1,Toy Story 4 RV Vacation,2019,275,178
636,10770-1,Buzz & Woody's Carnival Mania!,2019,275,230
637,1077-1,Supplementary Set,1976,528,172
638,10771-1,Carnival Thrill Coaster,2019,275,98
639,10772-1,Mickey Mouse's Propeller Plane,2021,608,59
640,10773-1,Minnie Mouse's Ice Cream Shop,2021,608,100
641,10774-1,Mickey Mouse & Minnie Mouse's Space Rocket,2021,608,88
642,10775-1,Mickey Mouse & Donald Duck's Farm,2021,608,118
643,10776-1,Mickey & Friends Fire Truck & Station,2021,608,144
644,10777-1,Mickey and Minnie's Camping Trip,2022,608,103
645,10778-1,"Mickey, Minnie and Goofy's Fairground Fun",2022,608,184
646,10780-1,Mickey and Friends Castle Defenders,2022,608,216
647,1078-1,Animal Mosaic Puzzle,1987,516,80
648,10781-1,Spider-Man’s Techno Trike,2022,706,59
649,10782-1,Hulk vs. Rhino Truck Showdown,2022,706,110
650,10783-1,Spider-Man at Doc Ock’s Lab,2022,706,131
651,10784-1,Spider-Man Webquarters Hangout,2022,706,155
652,1079-1,Animal Mosaic Puzzle,1987,516,80
653,10801-1,Baby Animals,2016,504,13
654,10802-1,Savanna,2016,632,18
655,10803-1,Arctic,2016,504,40
656,10804-1,Jungle,2016,632,86
657,10805-1,Around the World,2016,504,163
658,10806-1,Horses,2016,632,20
659,10807-1,Horse Trailer,2016,632,15
660,10808-1,Little Plane,2016,632,13
661,10809-1,Police Patrol,2016,632,15
662,108-1,Battery Box,1976,235,1
663,10810-1,Push Train,2016,634,45
664,10811-1,Backhoe Loader,2016,632,19
665,10812-1,Truck & Tracked Excavator,2016,632,26
666,10813-1,Big Construction Site,2016,632,67
667,10814-1,Tow Truck,2016,632,28
668,10815-1,My First Rocket,2016,504,21
669,10816-1,My First Cars and Trucks,2016,504,39
670,10817-1,Creative Chest,2016,504,73
671,10818-1,My First Truck,2016,632,29
672,10819-1,My First Garden,2016,632,25
673,10820-1,Creative Building Basket,2016,504,110
674,10822-1,Sofia’s Magical Carriage,2016,639,30
675,10823-1,Batwing Adventure,2017,653,28
676,10824-1,Miles' Space Adventures,2016,629,23
677,10825-1,Miles' Exo-Flex Suit,2016,629,37
678,10826-1,Miles' Stellosphere Hangar,2016,629,44
679,10827-1,Mickey & Friends Beach House,2016,641,48
680,10828-1,Doc's Pet Vet Care,2016,648,30
681,10829-1,Mickey's Workshop,2016,641,18
682,10830-1,Minnie's Cafe,2016,641,27
683,1083-1,Supplementary Pack,1986,534,106
684,10831-1,My First Caterpillar,2016,504,22
685,10832-1,Birthday Picnic,2017,636,19
686,10833-1,Preschool,2017,636,39
687,10834-1,Pizzeria,2017,636,57
688,10835-1,Family House,2017,636,69
689,10836-1,Neighborhood (Town Square),2017,636,98
690,10837-1,Santa's Winter Holiday,2017,504,45
691,10838-1,Family Pets,2017,636,15
692,10839-1,Shooting Gallery,2017,504,32
693,10840-1,Big Fair,2017,504,106
694,10841-1,Fun Family Fair,2017,504,61
695,10842-1,Batcave Challenge,2017,653,73
696,10843-1,Mickey Racer,2017,641,15
697,10844-1,Minnie Mouse Bow-tique,2017,641,70
698,10845-1,My First Carousel,2017,504,24
699,10846-1,Flo's Café,2017,506,28
700,10847-1,My First Number Train,2017,504,23
701,10848-1,My First Bricks,2017,505,83
702,10849-1,My First Plane,2017,504,10
703,10850-1,My First Cakes,2017,504,8
704,10851-1,My First Bus,2017,504,6
705,10852-1,My First Bird,2017,504,7
706,10853-1,Creative Builder Box,2017,505,78
707,10854-1,Creative Box,2017,505,120
708,10855-1,Cinderella's Magical Castle,2017,640,56
709,10856-1,Mater's Shed,2017,506,23
710,10857-1,Piston Cup Race,2017,506,31
711,10858-1,My First Puzzle Pets,2018,504,18
712,10859-1,My First Ladybug,2018,504,6
713,10860-1,My First Race Car,2018,504,6
714,1086-1,Bulk Bucket,2000,505,48
715,10861-1,My First Emotions,2018,504,28
716,10862-1,My First Celebration,2018,504,41
717,10863-1,My First Animal Brick Box,2018,504,34
718,10864-1,Large Playground Brick Box,2018,504,71
719,10865-1,Fun Creations,2018,504,70
720,10867-1,Farmers' Market,2018,632,26
721,10868-1,Farm Pony Stable,2018,632,59
722,10869-1,Farm Adventures,2018,632,104
723,10870-1,Farm Animals,2018,632,16
724,10871-1,Airport,2018,632,29
725,10872-1,Train Bridge and Tracks,2018,634,26
726,10873-1,Minnie's Birthday Party,2018,641,21
727,10874-1,Steam Train,2018,634,59
728,10875-1,Cargo Train,2018,634,105
729,10876-1,Spider-Man & Hulk Adventures,2018,630,38
730,10877-1,Belle's Tea Party,2018,640,19
731,10878-1,Rapunzel's Tower,2018,640,37
732,10879-1,Gentle Giants Petting Zoo,2018,722,24
733,10880-1,T. rex Tower,2018,722,22
734,1088-1,Road Burner,1999,87,25
735,10881-1,Mickey's Boat,2018,641,28
736,10882-1,Train Tracks,2018,634,23
737,10883-1,My First Tow Truck,2019,504,11
738,10884-1,My First Balancing Animals,2019,504,15
739,10885-1,My First Fun Puzzle,2019,504,15
740,10886-1,My First Car Creations,2019,504,34
741,10887-1,Creative Fun,2019,504,120
742,10889-1,Mickey's Vacation House,2019,641,57
743,1089-1,Basic Figures,1985,534,24
744,10893-1,Spider-Man vs. Electro,2019,630,29
745,10894-1,Toy Story Train,2019,633,21
746,10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019,504,53
747,10897-1,My First Minnie Build,2019,641,10
748,10898-1,My First Mickey Build,2019,641,9
749,10899-1,Frozen Ice Castle,2019,504,59
750,10900-1,Police Bike,2019,632,8
751,1090-1,TECHNIC Control I,1986,507,397
752,10901-1,Fire Truck,2019,632,21
753,10902-1,Police Station,2019,632,38
754,10903-1,Fire Station,2019,632,76
755,10904-1,Baby Animals,2019,504,9
756,10906-1,Tropical Island,2019,504,73
757,10907-1,World Animals,2019,504,121
758,10908-1,Plane,2019,632,12
759,10909-1,Heart Box,2020,504,80
760,10910-1,Submarine Adventure,2019,504,24
761,10913-1,Brick Box,2020,504,65
762,10914-1,Deluxe Brick Box,2020,504,85
763,10915-1,Alphabet Truck,2020,504,36
764,10917-1,Fire Truck,2020,504,6
765,10918-1,Tow Truck,2020,504,7
766,10919-1,Batcave,2020,653,33
767,10920-1,Elsa & Olaf's Tea Party,2020,504,17
768,1092-1,TECHNIC Control II,1986,507,467
769,10921-1,Super Heroes Lab,2020,630,30
770,10922-1,Ariel's Undersea Castle,2020,640,35
771,10924-1,Lightning McQueen's Race Day,2020,506,42
772,10925-1,Playroom,2020,504,17
773,10926-1,Bedroom,2020,504,16
774,10927-1,Pizza Stand,2020,632,18
775,10928-1,Bakery,2020,632,46
776,10929-1,Modular Playhouse,2020,504,133
777,10930-1,Bulldozer,2020,632,10
778,10931-1,Truck & Tracked Excavator,2020,632,20
779,10932-1,Wrecking Ball Demolition,2020,632,56
780,10933-1,Tower Crane & Construction,2020,632,123
781,10934-1,Creative Animals,2020,504,175
782,10937-1,Batman: Arkham Asylum Breakout,2012,697,1621
783,10938-1,Dinosaur Nursery,2022,722,27
784,10939-1,T. rex and Triceratops Dinosaur Breakout,2021,722,36
785,10940-1,Spider-Man Headquarters,2021,630,36
786,1094-1,Johnny Thunder,1999,297,13
787,10941-1,Mickey & Minnie Birthday Train,2021,641,22
788,10942-1,Minnie's House and Café,2021,641,91
789,10943-1,Happy Childhood Moments,2021,504,231
790,10944-1,Space Shuttle Mission,2021,504,23
791,10945-1,Garbage Truck and Recycling,2021,504,19
792,10946-1,Family Camping Van Adventure,2021,504,30
793,10947-1,Race Cars,2021,504,44
794,10948-1,Parking Garage and Car Wash,2021,504,112
795,10949-1,Farm Animal Care,2021,632,11
796,10950-1,Farm Tractor & Animal Care,2021,632,27
797,1095-1,Super Sub,1999,312,24
798,10951-1,Horse Stable and Pony Care,2021,632,65
799,10952-1,"Barn, Tractor & Farm Animal Care",2021,632,97
800,10953-1,Unicorn,2021,504,8
801,10954-1,Number Train - Learn To Count,2021,504,23
802,10955-1,Animal Train,2021,504,15
803,10956-1,Amusement Park,2021,504,95
804,10957-1,Fire Helicopter & Police Car,2021,504,16
805,10958-1,Creative Birthday Party,2021,504,200
806,10959-1,Police Station & Helicopter,2022,504,40
807,10960-1,Belle's Ballroom,2022,504,23
808,1096-1,Race Buggy,1999,87,23
809,10961-1,Airplane & Airport,2021,632,28
810,10962-1,Buzz Lightyear’s Planetary Mission,2022,504,37
811,10963-1,Spider-Man & Friends: Funfair Adventure,2022,630,41
812,10964-1,Bath Time Fun: Floating Red Panda,2022,504,5
813,10965-1,Bath Time Fun: Floating Animal Train,2022,504,14
814,10966-1,Bath Time Fun: Floating Animal Island,2022,504,21
815,10967-1,Police Motorcycle,2022,504,5
816,10968-1,Doctor Visit,2022,504,34
817,10969-1,Fire Truck,2022,504,0
818,10970-1,Fire Station & Helicopter,2022,504,116
819,1097-1,Res-Q Runner,1999,92,18
820,10971-1,Wild Animals of Africa,2022,504,10
821,10972-1,Wild Animals of the Ocean,2022,504,32
822,10973-1,Wild Animals of South America,2022,504,71
823,10974-1,Wild Animals of Asia,2022,504,98
824,10975-1,Wild Animals of the World,2022,504,142
825,10976-1,Santa's Gingerbread House,2022,504,0
826,10977-1,My First Puppy & Kitten With Sounds,2022,504,22
827,10978-1,Creative Building Time,2022,504,120
828,10979-1,Wild Animals Of Europe,2022,504,85
829,10980-1,Green Building Plate,2022,504,1
830,1098-1,Hang Glider,1998,87,19
831,1099-1,Ninja Blaster,1999,434,24
832,1-1,Bulldozer Chain Links,1982,453,50
833,1-10,Mini-Wheel Model Maker No. 1,1971,423,87
834,1100-1,Sky Pirates,2001,50,110
835,11001-1,Bricks and Ideas,2019,621,123
836,11002-1,Basic Brick Set,2019,621,300
837,11003-1,Bricks and Eyes,2019,621,451
838,11004-1,Windows of Creativity,2019,621,450
839,11005-1,Creative Fun,2019,621,900
840,11006-1,Creative Blue Bricks,2020,621,52
841,11007-1,Creative Green Bricks,2020,621,60
842,11008-1,Bricks and Houses,2020,621,270
843,11009-1,Bricks and Lights,2020,621,441
844,110-1,Universal Building Set,1977,469,129
845,11010-1,White Baseplate,2020,621,1
846,1101-1,Replacement 4.5V Motor,1977,443,1
847,11011-1,Bricks and Animals,2020,621,1500
848,11012-1,Creative White Bricks,2021,621,60
849,11013-1,Creative Transparent Bricks,2021,621,500
850,11014-1,Bricks and Wheels,2021,621,653
851,11015-1,Around The World,2021,621,950
852,11016-1,Creative Building Bricks,2021,621,1201
853,11017-1,Creative Monsters,2022,621,140
854,11018-1,Creative Ocean Fun,2022,621,333
855,11019-1,Bricks and Functions,2022,621,500
856,11020-1,Build Together,2022,621,1601
857,1102-1,Motor Bushes,1977,456,4
858,11021-1,90 Years of Play,2022,621,1100
859,11022-1,Space Mission,2022,621,1700
860,11023-1,Green Baseplate,2022,621,1
861,11024-1,Gray Baseplate,2022,621,1
862,11025-1,Blue Baseplate,2022,621,1
863,11026-1,White Baseplate,2022,621,1
864,1103-1,Battery Box,1977,443,1
865,1103-2,DNA Student Set,2008,517,522
866,1104-1,Battery Cables (75cm),1977,443,2
867,1105-1,Crawler Tracks,1977,443,2
868,1106-1,Battery Tender,1977,456,2
869,1106-2,Basic Building Set,1999,470,431
870,1107-1,Signal and Direction-Change Switch,1977,456,4
871,1108-1,Magnetic Couplings,1977,456,4
872,1109-1,Magnetic Couplings for Railway Car,1977,456,4
873,1-11,Basic Souvenir Box,1981,469,36
874,1110-1,Train Wheels,1977,456,8
875,111-1,Universal Building Set,1977,469,174
876,1111-1,Rubber Rims for Locomotive Wheels,1977,456,8
877,111-2,Starter Train Set without Motor,1966,235,118
878,1112-1,Train Sliding Wheel Blocks,1977,456,2
879,1113-1,Motor Frame and Couplers,1977,443,5
880,11138-1,Bionicle Barraki Wallet,2008,501,0
881,1114-1,Motor Frame,1977,443,1
882,1115-1,4.5V Lighting Brick (2 x 2),1977,443,1
883,1116-1,"Chain Links, Small",1977,443,25
884,1118-1,"Boat Weight, Red",1977,443,1
885,111901-1,Garmadon,2019,435,10
886,111902-1,Wu,2019,435,6
887,111903-1,Kai vs. Wyplash,2019,435,13
888,111904-1,Jay vs. Lasha,2019,435,12
889,1119-1,Locomotive Piston Assemblies,1977,456,6
890,1-12,Small Basic Set,1977,433,94
891,11-2,Small Pre-School Basic Set,1973,433,31
892,112005-1,Cole vs. Nindroid,2020,435,20
893,112006-1,Lloyd vs. Stone Warrior,2020,435,12
894,112007-1,Wu vs. Skulkin,2020,435,13
895,112008-1,Kai vs. Lasha,2020,435,12
896,1120-1,Tires (42 mm),1977,443,2
897,112-1,Universal Building Set,1977,469,200
898,112109-1,Wu vs. Garmadon,2021,435,13
899,1121-1,"Propellers, Wheels and Rotor Unit",1977,443,15
900,112110-1,Cole vs. Lasha,2021,435,14
901,112111-1,Lloyd vs. Soul Archer,2021,435,10
902,112112-1,Jay vs. Eyezor,2021,435,10
903,112113-1,Kai vs. Nindroid,2021,435,10
904,112114-1,Zane vs. Wyplash,2021,435,14
905,112-2,Locomotive with Motor,1966,235,74
906,1122-1,Hinges,1977,443,3
907,112215-1,Cole vs. Ronin,2021,435,10
908,112216-1,Zane vs. Nindroid,2022,435,16
909,112217-1,Kai vs. Boa Destructor,2022,435,13
910,112218-1,Lloyd vs. Overlord,2022,435,12
911,112-3,2 40 x 40 Baseplates,1971,371,2
912,1123-1,"Ball and Socket Couplings, Articulated Joint",1977,443,8
913,1124-1,Digger Bucket,1977,443,3
914,1125-1,Crane Grab,1977,443,3
915,1126-1,"Jack Complete Assembly, Blue",1984,443,1
916,1127-1,Santa,1999,227,39
917,1128-1,Santa on Skis,1999,227,21
918,1129-1,Storage Cloth,1980,473,1
919,1129-2,Santa on Reindeer,1999,227,34
920,1129-3,LEGO MANIA T-Shirt,1996,501,0
921,11-3,Locomotive Traction Tires,1977,456,8
922,1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,443,1
923,113-1,Universal Building Set,1977,469,293
924,1131-1,Tires (42 mm) and Hubs,1981,453,4
925,113-2,Motorized Train Set,1966,235,344
926,1132-1,Hinges,1981,443,8
927,113-2-DUMMY-1,Dummy set for Various 3009 prints For Set 113-2,1966,301,13
928,1133-1,Brick Hinges,1981,443,8
929,1134-1,Battery Wagon,1981,456,2
930,1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,443,13
931,1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,443,17
932,1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,443,21
933,1136-1,"Buffers, Magnetic Couplers",1981,456,6
934,1137-1,Train Couplings,1981,456,4
935,1138-1,Replacement Rubber Wheel Treads for Trains,1981,456,8
936,1139-1,Motor-Mount Plate with Magnetic Couplers,1981,456,5
937,1140-1,12V Light Bricks,1981,443,2
938,114-1,Universal Building Set,1977,469,390
939,1141-1,Wheel Bricks with Small Red Train Wheels,1981,456,2
940,114-2,Small Train Set,1966,235,88
941,1142-1,Wheel Bricks with Small Black Train-Wheels,1981,456,2
942,1143-1,Wheel Bricks with Large Red Train Wheels,1981,456,2
943,1144-1,Train Baseplate,1981,456,1
944,1145-1,Bogie Plate,1981,456,1
945,1146-1,"Pushrods, Cylinder Housings",1981,456,6
946,1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,456,7
947,1148-1,Differential,1981,453,5
948,1149-1,Air Police,2002,94,24
949,1149-2,Bulldozer Chainlinks,1982,453,52
950,1150-1,Replacement Motor 12V,1977,443,1
951,115-1,Building Set,1973,469,190
952,1151-1,Train Power Pick-Up Blocks,1977,456,2
953,115-2,Starter Train Set with Motor,1966,235,132
954,1152-1,Electric Wire,1977,456,2
955,115349-1,Mario Key Chain,2021,503,0
956,115349-2,Mario Key Chain (Gold),2021,503,0
957,1154-1,Battery Control Unit,1986,453,1
958,1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,453,2
959,116-1,Starter Train Set with Motor,1967,235,362
960,1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,453,1
961,116-2,Deluxe Motorized Train Set,1968,235,364
962,1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,453,1
963,1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,453,1
964,1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,453,2
965,1168-1,Battery Box,1986,443,1
966,1169-1,Bogie Plates,1986,456,2
967,1170-1,Replacement Train Battery Tender,1986,456,2
968,117-1,Locomotive without Motor,1967,235,99
969,1171-1,Lighting Brick with Red and Blue Globes,1986,443,5
970,11717-1,Bricks Bricks Plates,2020,621,1504
971,1172-1,Colored Globes,1986,443,5
972,1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,443,2
973,1175-1,4.5v TECHNIC Motor,1982,453,1
974,1176-1,Gear Racks and Turntables,1978,453,6
975,1177-1,Santa In Truck with Polar Bear,2000,227,27
976,1178-1,"Siren, Black",1986,443,1
977,1179-1,Replacement Space Siren,1986,443,1
978,1180-1,Space Port Moon Buggy,1999,93,25
979,118-1,Electronic Train,1968,235,103
980,1181-1,Space Port Spacecraft,1999,93,23
981,118-2,Small Train Set,1968,235,117
982,1182-1,Adventurers Raft,1999,297,18
983,118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,235,419
984,1183-1,Mummy and Cart,1999,297,17
985,1184-1,Cart,1999,434,24
986,1185-1,Raft,1999,434,25
987,1186-1,Cart,1999,434,25
988,1187-1,Glider,1999,434,23
989,1188-1,Fire Formula,1999,87,38
990,1189-1,Rocket Boat,1999,87,30
991,1190-1,Retro Buggy,1999,87,45
992,11903-1,Ninjago: Brickmaster: Fight The Power Of The Snakes,2012,497,156
993,119-1,Super Train Set,1968,235,401
994,11910-1,Micro-Scale Space Cruiser,2015,126,102
995,1191-1,Try Bird,1999,87,34
996,11926-1,Parts for Wooden Minifigure,2019,683,29
997,1193-1,Water Park Tub,1999,632,43
998,11938-1,Robot,2020,22,45
999,11939-1,Octopus,2020,22,63
1000,11940-1,Fortress,2020,22,52
1001,1194-1,Classic Building Table,1999,470,408
1002,11941-1,Frog,2020,22,56
1003,11942-1,Lunar Lander,2020,22,45
1004,11943-1,Fire Ant,2020,22,25
1005,11944-1,Skull,2021,22,39
1006,11945-1,Steam Locomotive,2021,22,38
1007,11946-1,Penguin,2021,22,48
1008,11947-1,Time Machine,2021,22,39
1009,11948-1,Carnivorous Plant,2021,22,43
1010,11949-1,Parrot,2021,22,44
1011,11950-1,Racing Car,2021,22,34
1012,1195-1,Alien Encounter,2001,135,42
1013,11951-1,Orangutan,2021,22,51
1014,11952-1,Wind Energy,2021,22,38
1015,11953-1,Gecko,2021,22,36
1016,11954-1,Spaceship,2021,22,40
1017,11955-1,Lion,2021,22,47
